Customer_Age,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Avg_Utilization_Ratio,Gender_Encoded,Dependent_count,Education_Level_sorted,Income_Category_sorted,Card_Category_sorted,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Marital_Status_sorted_Married,Marital_Status_sorted_Single
-0.5366710668546764,10.312845075359636,1.6724273369992144,8.978408314628894,0.071,0,3,3,3,1,-0.5366710668546764,1,1,2,1,0
-0.5366710668546764,8.285008895449879,0.9567949725058916,8.429454277108231,0.307,1,2,2,1,1,-0.5366710668546764,3,5,2,1,0
-0.03800826452570921,7.555905093611346,0.9206598586017282,8.484876589939695,0.613,1,4,3,2,1,-0.03800826452570921,6,4,2,1,0
-1.284665270348127,9.568294497413296,0.549096622152396,8.465057436995709,0.049,1,2,1,1,1,-1.284665270348127,3,2,1,0,0
1.582645843043434,8.352554369474591,0.0,7.494430215031565,0.0,0,0,3,2,1,1.582645843043434,3,2,3,1,0
0.8346516395499832,9.941890623819074,0.9874312647289867,8.247743887225516,0.06,0,1,1,5,1,0.8346516395499832,4,2,2,1,0
0.21132313663877436,8.380456667842767,0.6331500392772977,8.415824697027949,0.185,1,3,2,1,1,0.21132313663877436,5,3,0,0,1
0.7099859389677415,10.449178263628198,1.2710133542812254,9.359018964347545,0.047,0,1,3,3,2,0.7099859389677415,2,1,2,0,1
-0.16267396510795099,7.271217139609844,0.8483896307934015,8.39502555744203,0.751,1,1,1,1,1,-0.16267396510795099,3,3,2,1,0
-0.16267396510795099,8.791181936736017,0.0,7.289610521451167,0.0,0,1,3,2,1,-0.16267396510795099,4,4,3,0,1
0.08665743605653257,7.675081857716334,1.2788688138256088,8.420241665339788,0.756,1,3,3,1,1,0.08665743605653257,2,2,2,1,0
1.3333144418789504,9.033245134153809,0.9512961508248232,7.493873886783559,0.145,0,0,1,4,1,1.3333144418789504,6,4,3,0,1
1.2086487412967086,10.28854585086663,0.7871170463472114,9.60918360377546,0.034,0,2,2,3,1,1.2086487412967086,2,2,1,1,0
0.959317340132225,8.50045386741194,0.0,9.152923101106232,0.0,1,2,5,1,1,0.959317340132225,2,3,2,0,1
-0.41200536627243456,9.338029733117072,1.4697564807541241,8.968141414126814,0.165,1,3,4,1,2,-0.41200536627243456,4,2,2,1,0
2.4553057471191266,8.97233695775495,0.4752553024351925,6.556778356158042,0.077,1,0,6,1,1,2.4553057471191266,5,4,3,1,0
1.2086487412967086,9.078749951588586,1.3228593872741556,8.995412975433313,0.192,1,2,1,1,1,1.2086487412967086,1,2,3,0,1
-1.1599995697658854,7.786136437783072,1.2191673212882954,8.513787398281405,0.645,1,2,3,2,1,-1.1599995697658854,4,3,1,0,1
-0.28733966569019276,7.430707082545968,1.0133542812254517,8.353968130313271,0.765,1,4,1,1,1,-0.28733966569019276,5,2,4,0,1
-0.78600246801916,7.653020413804189,0.7391987431264729,8.488382109562117,0.447,1,2,5,1,1,-0.78600246801916,3,3,0,1,0
-0.78600246801916,9.735246399950178,1.1838177533385703,8.247743887225516,0.089,1,2,1,2,2,-0.78600246801916,5,3,4,1,0
-0.41200536627243456,7.616775808698373,0.7918303220738413,8.462948176563842,0.496,1,2,2,2,1,-0.41200536627243456,3,1,3,1,0
0.21132313663877436,8.895355616996392,1.9772191673212882,8.983816112502495,0.345,0,4,3,4,1,0.21132313663877436,1,2,3,1,0
-1.6586623720948523,10.128429485791717,0.0,8.144388865547622,0.0,0,3,3,1,1,-1.6586623720948523,6,1,3,0,0
-0.6613367674369182,7.803843303538772,1.1704634721131186,8.236950048061455,0.608,1,2,1,1,1,-0.6613367674369182,5,3,3,0,1
-0.16267396510795099,10.052683118897981,1.4249803613511391,7.466799475018602,0.078,0,2,4,4,1,-0.16267396510795099,6,3,0,0,1
1.3333144418789504,8.451480648050856,0.793401413982718,8.371473537066832,0.216,1,2,3,2,1,1.3333144418789504,5,2,2,1,0
0.33598883722101613,7.430707082545968,0.8695993715632364,7.4205789054108005,0.656,0,2,3,4,1,0.33598883722101613,2,2,2,1,0
0.46065453780325794,7.317876198626496,0.0,8.30325712085294,0.0,1,3,1,1,1,0.46065453780325794,4,1,3,1,0
-0.5366710668546764,8.75115798136203,1.0974076983503536,8.334711621820917,0.221,0,3,3,4,1,-0.5366710668546764,5,1,1,0,1
-0.78600246801916,7.663407664893479,1.1838177533385703,8.203851372183879,0.708,1,4,3,1,1,-0.78600246801916,4,1,1,0,1
0.7099859389677415,9.481435640823564,1.765121759622938,7.813591552952433,0.171,0,0,3,5,1,0.7099859389677415,4,5,5,0,1
0.959317340132225,7.641084249174914,0.6323644933228594,8.38548870041881,0.387,1,1,2,1,1,0.959317340132225,5,2,4,0,1
0.5853202383854997,7.687080155783135,1.4650432050274942,8.3774712482411,0.856,1,2,3,2,1,0.5853202383854997,3,1,3,0,1
1.7073115436256758,8.520188700396035,1.612725844461901,7.1891677384203225,0.409,1,1,3,2,1,1.7073115436256758,4,3,2,1,0
1.8319772442079176,8.130353547431238,0.6300078554595444,7.257002707092073,0.236,1,0,2,1,1,1.8319772442079176,5,2,0,1,0
-0.5366710668546764,7.338238150065589,0.6818538884524745,8.561784074744113,0.564,1,3,1,1,1,-0.5366710668546764,4,1,4,0,1
-1.7833280726770941,9.213236175088209,0.4760408483896308,7.692569648067906,0.06,0,1,6,4,1,-1.7833280726770941,5,3,3,0,1
2.0813086453724012,9.679531170964893,1.0565593087195602,8.199738960630786,0.084,1,2,3,1,3,2.0813086453724012,4,1,3,0,1
1.0839830407144668,9.696340374306518,0.6794972505891594,8.232440158470336,0.053,0,2,3,5,1,1.0839830407144668,2,3,1,0,1
-0.28733966569019276,7.452402451223638,0.0,8.469682208745185,0.0,1,3,3,1,1,-0.28733966569019276,6,2,3,0,1
-0.03800826452570921,8.043984431221553,0.8923802042419482,8.21716859576607,0.365,1,3,3,2,1,-0.03800826452570921,4,3,3,1,0
1.4579801424611922,9.212438170058329,1.5333857030636293,8.39638057119949,0.195,0,3,2,3,1,1.4579801424611922,2,2,1,0,1
1.3333144418789504,7.813995675002791,0.0,7.853216388156072,0.0,1,2,1,1,1,1.3333144418789504,5,0,3,0,1
1.2086487412967086,10.449178263628198,0.8224666142969363,7.228388451573604,0.03,0,3,1,5,1,1.2086487412967086,6,3,3,1,0
-0.5366710668546764,10.247148176397175,0.6622152395915161,7.395721608602045,0.03,0,4,3,4,2,-0.5366710668546764,5,1,2,1,0
0.7099859389677415,8.564076777315087,1.9772191673212882,9.55824698622306,0.48,1,2,2,1,1,0.7099859389677415,1,2,3,0,0
