CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,naive_cls1,naive_cls2,Attrition_Numeric,Total_Trans_Amt_zScore,Customer_Age_zScore,Months_on_book_zScore,Avg_Utilization_Ratio_divMedian,Total_Amt_Chng_Q4_Q1_divMedian,Credit_Limit_divMedian,Total_Trans_Amt_divMedian,Avg_Open_To_Buy_divMedian,Total_Ct_Chng_Q4_Q1_divMedian,Total_Revolving_Bal_divMedian,Credit_Limit_log
768805383,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12691.0,777,11914.0,1.335,1144,42,1.625,0.061,9.3448e-05,0.99991,0,-0.9597065735928225,-0.16540558009603207,0.3846208780498814,0.3465909090909091,1.8138586956521738,2.789843921741042,0.29340856629905104,3.429476108232585,2.314814814814815,0.6089341692789969,9.448648359810164
818770008,Existing Customer,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8256.0,864,7392.0,1.541,1291,33,3.714,0.105,5.6861e-05,0.99994,0,-0.9164326068430322,0.3335703834525286,1.010714820056432,0.5965909090909091,2.09375,1.8149043745878215,0.33111054116440114,2.127806563039724,5.2905982905982905,0.677115987460815,9.018695487721343
713982108,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3418.0,0,3418.0,2.594,1887,20,2.333,0.0,2.1081e-05,0.99998,0,-0.7409816940343583,0.5830583652268089,0.008964512845951046,0.0,3.5244565217391304,0.751373928335898,0.4839702487817389,0.9838802533103052,3.323361823361824,0.0,8.136810863675537
769911858,Existing Customer,40,F,4,High School,Married,Less than $40K,Blue,34,3,4,1,3313.0,2517,796.0,1.405,1171,20,2.333,0.76,0.00013366,0.99987,0,-0.9517582939857182,-0.7891255345317328,-0.24147306395666918,4.318181818181818,1.908967391304348,0.7282919322928116,0.3003334188253398,0.22913068508923431,3.323361823361824,1.9725705329153604,8.105609402299896
709106358,Existing Customer,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4716.0,0,4716.0,2.175,816,28,2.5,0.0,2.1676e-05,0.99998,0,-1.056263451782831,-0.7891255345317328,-1.8693173131737006,0.0,2.9551630434782608,1.0367113651351945,0.20928443190561682,1.3575129533678756,3.5612535612535616,0.0,8.458716261657262
713061558,Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4010.0,1247,2763.0,1.376,1088,24,0.846,0.311,5.5077e-05,0.99994,0,-0.9761918942594093,-0.29014957098317223,0.008964512845951046,1.7670454545454546,1.8695652173913042,0.8815124203121565,0.2790459092074891,0.7953367875647669,1.205128205128205,0.9772727272727273,8.296546520300614
810347208,Existing Customer,51,M,4,Graduate,Married,$120K +,Gold,46,6,1,3,34516.0,2264,32252.0,1.975,1330,31,0.722,0.066,0.00012303,0.99988,0,-0.9049517585216592,0.5830583652268089,1.2611523968590521,0.37500000000000006,2.6834239130434785,7.5876016706968565,0.34111310592459604,9.283822682786413,1.0284900284900285,1.774294670846395,10.449178263628198
818906208,Existing Customer,32,M,0,High School,Married,$60K - $80K,Silver,27,2,2,2,29081.0,1396,27685.0,2.204,1538,36,0.714,0.048,8.5795e-05,0.99991,0,-0.8437205674743368,-1.7870774616288543,-1.11800458276584,0.27272727272727276,2.9945652173913047,6.392833589799956,0.39446011797896896,7.969199769717904,1.017094017094017,1.0940438871473355,10.277840318951666
710930508,Existing Customer,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,2,0,22352.0,2517,19835.0,3.355,1350,24,1.182,0.113,4.4796e-05,0.99996,0,-0.8990641439978783,-1.1633575071931535,0.008964512845951046,0.6420454545454546,4.5584239130434785,4.913607386238734,0.3462426263144396,5.709556706966033,1.6837606837606838,1.9725705329153604,10.014671081496743
719661558,Existing Customer,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11656.0,1677,9979.0,1.524,1441,32,0.882,0.144,0.00030251,0.9997,0,-0.8722754979146746,0.20882639256538843,0.008964512845951046,0.8181818181818181,2.0706521739130435,2.5623213893163332,0.36958194408822775,2.8724812895797354,1.2564102564102564,1.3142633228840126,9.363576347875041
708790833,Existing Customer,42,M,5,Uneducated,Married,$120K +,Blue,31,5,3,2,6748.0,1467,5281.0,0.831,1201,42,0.68,0.217,0.00019094,0.99981,0,-0.9429268722000467,-0.5396375527574525,-0.6171294291605995,1.2329545454545454,1.1290760869565217,1.483402945702352,0.30802769941010516,1.5201496833621186,0.9686609686609687,1.1496865203761755,8.817001443665859
710821833,Existing Customer,65,M,1,Graduate,Married,$40K - $60K,Blue,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174,0.00019751,0.9998,0,-0.909661850140684,2.329474237646771,2.262902704069533,0.9886363636363636,1.9470108695652175,1.999340514398769,0.3370094896127212,2.1611974668969487,1.9430199430199433,1.243730407523511,9.115480090952223
710599683,Existing Customer,56,M,1,College,Single,$80K - $120K,Blue,36,3,6,0,11751.0,0,11751.0,3.397,1539,17,3.25,0.0,4.7799e-05,0.99995,0,-0.8434261867481477,1.2067783196625097,0.008964512845951046,0.0,4.615489130434782,2.5832051000219827,0.39471659399846115,3.3825561312607944,4.62962962962963,0.0,9.371693622333941
816082233,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,30,5,1,3,8547.0,1666,6881.0,1.163,1311,33,2.0,0.195,9.6126e-05,0.9999,0,-0.9105449923192512,-1.4128454889674338,-0.7423482175619096,1.1079545454545456,1.580163043478261,1.8788744779072324,0.3362400615542447,1.980713874496258,2.8490028490028494,1.3056426332288402,9.053335623166017
712396908,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,48,5,2,2,2436.0,680,1756.0,1.19,1570,29,0.611,0.279,0.00011382,0.99989,0,-0.8343003842362872,1.3315223105496499,1.5115899736616725,1.585227272727273,1.6168478260869565,0.5355023081996043,0.40266735060271863,0.5054691997697179,0.8703703703703705,0.5329153605015674,7.798112628829788
714885258,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,37,5,1,2,4234.0,972,3262.0,1.707,1348,27,1.7,0.23,6.3492e-05,0.99994,0,-0.8996529054502563,-0.29014957098317223,0.13418330124726116,1.3068181818181819,2.3192934782608696,0.9307540118707408,0.34572967427545526,0.9389752446747266,2.421652421652422,0.7617554858934169,8.350902451694811
709967358,Existing Customer,48,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30367.0,2362,28005.0,1.708,1671,27,0.929,0.078,0.00023623,0.99976,0,-0.8045679308911932,0.20882639256538843,0.008964512845951046,0.44318181818181823,2.3206521739130435,6.675533084194329,0.42857142857142855,8.061312607944732,1.3233618233618236,1.8510971786833856,10.321111771468102
753327333,Existing Customer,41,M,3,Graduate,Married,$80K - $120K,Blue,34,4,4,1,13535.0,1291,12244.0,0.653,1028,21,1.625,0.095,0.00014953,0.99985,0,-0.9938547378307524,-0.6643815436445927,-0.24147306395666918,0.5397727272727273,0.8872282608695653,2.9753792042207077,0.26365734803795843,3.5244674726540013,2.314814814814815,1.011755485893417,9.513034202048402
806160108,Existing Customer,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3193.0,2517,676.0,1.831,1336,30,1.143,0.788,0.00017468,0.99983,0,-0.903185474164525,1.8304982740982105,2.5133402808721534,4.4772727272727275,2.4877717391304346,0.70191250824357,0.34265196204154913,0.19458837075417387,1.6282051282051284,1.9725705329153604,8.068716192714781
